school;region;klados ;deksiothta;importance;Επάρκεια;Αναντισττοιχία
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Εντοπισμός και διόρθωση προβλημάτων;8,38;6,08;2,3
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Τήρηση αρχείων για την πορεία των εργασιών;8,09;6,73;1,36
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Διενέργεια δοκιμαστικής λειτουργίας;7,44;6,67;0,77
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);7,4;7,4;0
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Διόρθωση των δυσλειτουργιών του εξοπλισμού;7,38;6,75;0,63
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Χρήση εργαλείων μέτρησης;6,6;5,4;1,2
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Εφαρμογή εργονομικών αρχών στην εργασία;6,5;5,33;1,17
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Μελέτη τεχνικών πηγών;5,5;5;0,5
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Ερμηνεία δισδιάστατων σχεδίων;4,33;4,33;0
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Παρακολούθηση των αυτοματοποιημένων μηχανών;3,6;3,6;0
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Ερμηνεία τρισδιάστατων σχεδίων;3,25;3,25;0
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;3,25;3,25;0
ΕΠΑΛ;Στερεά Ελλάδα;Άλλες δραστηριότητες παροχής υπηρεσιών;Χρήση εργαλείων μέτρησης;10;7,14;2,86
ΕΠΑΛ;Στερεά Ελλάδα;Άλλες δραστηριότητες παροχής υπηρεσιών;Διόρθωση των δυσλειτουργιών του εξοπλισμού;9,83;6,67;3,16
ΕΠΑΛ;Στερεά Ελλάδα;Άλλες δραστηριότητες παροχής υπηρεσιών;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);9,8;6,4;3,4
ΕΠΑΛ;Στερεά Ελλάδα;Άλλες δραστηριότητες παροχής υπηρεσιών;Εφαρμογή εργονομικών αρχών στην εργασία;9,67;7,33;2,34
ΕΠΑΛ;Στερεά Ελλάδα;Άλλες δραστηριότητες παροχής υπηρεσιών;Μελέτη τεχνικών πηγών;9,57;6,43;3,14
ΕΠΑΛ;Στερεά Ελλάδα;Άλλες δραστηριότητες παροχής υπηρεσιών;Εντοπισμός και διόρθωση προβλημάτων;9,56;6,78;2,78
ΕΠΑΛ;Στερεά Ελλάδα;Άλλες δραστηριότητες παροχής υπηρεσιών;Εφαρμογή των διαδικασιών ανάλυσης του κινδύνου και των κρίσιμων σημείων ελέγχου;9,5;5,5;4
ΕΠΑΛ;Στερεά Ελλάδα;Άλλες δραστηριότητες παροχής υπηρεσιών;Επιθεώρηση της ποιότητας των προϊόντων;9,33;7,33;2
ΕΠΑΛ;Στερεά Ελλάδα;Άλλες δραστηριότητες παροχής υπηρεσιών;Διενέργεια δοκιμαστικής λειτουργίας;9,33;6,89;2,44
ΕΠΑΛ;Στερεά Ελλάδα;Άλλες δραστηριότητες παροχής υπηρεσιών;Χρήση κατάλληλου προστατευτικού εξοπλισμού;9,3;8,1;1,2
ΕΠΑΛ;Στερεά Ελλάδα;Άλλες δραστηριότητες παροχής υπηρεσιών;Τήρηση αρχείων για την πορεία των εργασιών;9,13;6,38;2,75
ΕΠΑΛ;Στερεά Ελλάδα;Άλλες δραστηριότητες παροχής υπηρεσιών;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;9;5,25;3,75
ΕΠΑΛ;Στερεά Ελλάδα;Άλλες δραστηριότητες παροχής υπηρεσιών;Ερμηνεία δισδιάστατων σχεδίων;7,25;5,75;1,5
ΕΠΑΛ;Στερεά Ελλάδα;Άλλες δραστηριότητες παροχής υπηρεσιών;Παρακολούθηση των αυτοματοποιημένων μηχανών;7,2;5;2,2
ΕΠΑΛ;Στερεά Ελλάδα;Άλλες δραστηριότητες παροχής υπηρεσιών;Ερμηνεία τρισδιάστατων σχεδίων;7;5,75;1,25
ΕΠΑΛ;Στερεά Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Εντοπισμός και διόρθωση προβλημάτων;8;7,67;0,33
ΕΠΑΛ;Στερεά Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Τήρηση αρχείων για την πορεία των εργασιών;7,5;6,5;1
ΕΠΑΛ;Στερεά Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Διόρθωση των δυσλειτουργιών του εξοπλισμού;5,5;5,5;0
ΕΠΑΛ;Στερεά Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Χρήση κατάλληλου προστατευτικού εξοπλισμού;5;4;1
ΕΠΑΛ;Στερεά Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Επιθεώρηση της ποιότητας των προϊόντων;5;5;0
ΕΠΑΛ;Στερεά Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Διενέργεια δοκιμαστικής λειτουργίας;5;4,5;0,5
ΕΠΑΛ;Στερεά Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Παρακολούθηση των αυτοματοποιημένων μηχανών;3;3;0
ΕΠΑΛ;Στερεά Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Μελέτη τεχνικών πηγών;2;2;0
ΕΠΑΛ;Στερεά Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Εφαρμογή των διαδικασιών ανάλυσης του κινδύνου και των κρίσιμων σημείων ελέγχου;2;2;0
ΕΠΑΛ;Στερεά Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);1;1;0
ΕΠΑΛ;Στερεά Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Χρήση εργαλείων μέτρησης;0;0;0
ΕΠΑΛ;Στερεά Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Εφαρμογή εργονομικών αρχών στην εργασία;0;0;0
ΕΠΑΛ;Στερεά Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Ερμηνεία τρισδιάστατων σχεδίων;0;0;0
ΕΠΑΛ;Στερεά Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Ερμηνεία δισδιάστατων σχεδίων;0;0;0
ΕΠΑΛ;Στερεά Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;0;0;0
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Χρήση κατάλληλου προστατευτικού εξοπλισμού;10;7,5;2,5
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Χρήση εργαλείων μέτρησης;10;10;0
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Τήρηση αρχείων για την πορεία των εργασιών;10;7;3
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);10;7;3
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Μελέτη τεχνικών πηγών;10;9;1
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Επιθεώρηση της ποιότητας των προϊόντων;10;0;10
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Εντοπισμός και διόρθωση προβλημάτων;10;9,5;0,5
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Διόρθωση των δυσλειτουργιών του εξοπλισμού;10;7;3
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Διενέργεια δοκιμαστικής λειτουργίας;10;6;4
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Εφαρμογή εργονομικών αρχών στην εργασία;9,5;7,5;2
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Παρακολούθηση των αυτοματοποιημένων μηχανών;;;0
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Εφαρμογή των διαδικασιών ανάλυσης του κινδύνου και των κρίσιμων σημείων ελέγχου;;;0
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Ερμηνεία τρισδιάστατων σχεδίων;;;0
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Ερμηνεία δισδιάστατων σχεδίων;;;0
ΕΠΑΛ;Στερεά Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;;;0
ΕΠΑΛ;Στερεά Ελλάδα;Εκπαίδευση;Χρήση κατάλληλου προστατευτικού εξοπλισμού;10;10;0
ΕΠΑΛ;Στερεά Ελλάδα;Εκπαίδευση;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);10;9;1
ΕΠΑΛ;Στερεά Ελλάδα;Εκπαίδευση;Παρακολούθηση των αυτοματοποιημένων μηχανών;10;10;0
ΕΠΑΛ;Στερεά Ελλάδα;Εκπαίδευση;Εφαρμογή των διαδικασιών ανάλυσης του κινδύνου και των κρίσιμων σημείων ελέγχου;10;9;1
ΕΠΑΛ;Στερεά Ελλάδα;Εκπαίδευση;Επιθεώρηση της ποιότητας των προϊόντων;10;9;1
ΕΠΑΛ;Στερεά Ελλάδα;Εκπαίδευση;Διενέργεια δοκιμαστικής λειτουργίας;9;8;1
ΕΠΑΛ;Στερεά Ελλάδα;Εκπαίδευση;Τήρηση αρχείων για την πορεία των εργασιών;8,5;6,5;2
ΕΠΑΛ;Στερεά Ελλάδα;Εκπαίδευση;Εντοπισμός και διόρθωση προβλημάτων;8,5;5,5;3
ΕΠΑΛ;Στερεά Ελλάδα;Εκπαίδευση;Εφαρμογή εργονομικών αρχών στην εργασία;8;8;0
ΕΠΑΛ;Στερεά Ελλάδα;Εκπαίδευση;Διόρθωση των δυσλειτουργιών του εξοπλισμού;8;6;2
ΕΠΑΛ;Στερεά Ελλάδα;Εκπαίδευση;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;8;7;1
ΕΠΑΛ;Στερεά Ελλάδα;Εκπαίδευση;Χρήση εργαλείων μέτρησης;7;5;2
ΕΠΑΛ;Στερεά Ελλάδα;Εκπαίδευση;Μελέτη τεχνικών πηγών;7;7;0
ΕΠΑΛ;Στερεά Ελλάδα;Εκπαίδευση;Ερμηνεία τρισδιάστατων σχεδίων;5;5;0
ΕΠΑΛ;Στερεά Ελλάδα;Εκπαίδευση;Ερμηνεία δισδιάστατων σχεδίων;5;5;0
ΕΠΑΛ;Στερεά Ελλάδα;Ενημέρωση και επικοινωνία;Εντοπισμός και διόρθωση προβλημάτων;9,83;7,8;2,03
ΕΠΑΛ;Στερεά Ελλάδα;Ενημέρωση και επικοινωνία;Επιθεώρηση της ποιότητας των προϊόντων;9,75;8,5;1,25
ΕΠΑΛ;Στερεά Ελλάδα;Ενημέρωση και επικοινωνία;Διενέργεια δοκιμαστικής λειτουργίας;9,75;7,75;2
ΕΠΑΛ;Στερεά Ελλάδα;Ενημέρωση και επικοινωνία;Τήρηση αρχείων για την πορεία των εργασιών;9,17;7,8;1,37
ΕΠΑΛ;Στερεά Ελλάδα;Ενημέρωση και επικοινωνία;Μελέτη τεχνικών πηγών;9;9;0
ΕΠΑΛ;Στερεά Ελλάδα;Ενημέρωση και επικοινωνία;Εφαρμογή εργονομικών αρχών στην εργασία;9;8,33;0,67
ΕΠΑΛ;Στερεά Ελλάδα;Ενημέρωση και επικοινωνία;Διόρθωση των δυσλειτουργιών του εξοπλισμού;8,5;7;1,5
ΕΠΑΛ;Στερεά Ελλάδα;Ενημέρωση και επικοινωνία;Χρήση κατάλληλου προστατευτικού εξοπλισμού;7,5;5;2,5
ΕΠΑΛ;Στερεά Ελλάδα;Ενημέρωση και επικοινωνία;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);6,67;6,33;0,34
ΕΠΑΛ;Στερεά Ελλάδα;Ενημέρωση και επικοινωνία;Εφαρμογή των διαδικασιών ανάλυσης του κινδύνου και των κρίσιμων σημείων ελέγχου;4;5;-1
ΕΠΑΛ;Στερεά Ελλάδα;Ενημέρωση και επικοινωνία;Παρακολούθηση των αυτοματοποιημένων μηχανών;3;3;0
ΕΠΑΛ;Στερεά Ελλάδα;Ενημέρωση και επικοινωνία;Χρήση εργαλείων μέτρησης;0;0;0
ΕΠΑΛ;Στερεά Ελλάδα;Ενημέρωση και επικοινωνία;Ερμηνεία τρισδιάστατων σχεδίων;0;0;0
ΕΠΑΛ;Στερεά Ελλάδα;Ενημέρωση και επικοινωνία;Ερμηνεία δισδιάστατων σχεδίων;0;0;0
ΕΠΑΛ;Στερεά Ελλάδα;Ενημέρωση και επικοινωνία;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;0;4;-4
ΕΠΑΛ;Στερεά Ελλάδα;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Χρήση κατάλληλου προστατευτικού εξοπλισμού;9,5;8,25;1,25
ΕΠΑΛ;Στερεά Ελλάδα;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Επιθεώρηση της ποιότητας των προϊόντων;9,33;8,5;0,83
ΕΠΑΛ;Στερεά Ελλάδα;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Τήρηση αρχείων για την πορεία των εργασιών;9,17;7,25;1,92
ΕΠΑΛ;Στερεά Ελλάδα;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Διενέργεια δοκιμαστικής λειτουργίας;9,17;8,5;0,67
ΕΠΑΛ;Στερεά Ελλάδα;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);9;8;1
ΕΠΑΛ;Στερεά Ελλάδα;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Παρακολούθηση των αυτοματοποιημένων μηχανών;9;9;0
ΕΠΑΛ;Στερεά Ελλάδα;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Εφαρμογή των διαδικασιών ανάλυσης του κινδύνου και των κρίσιμων σημείων ελέγχου;9;8,67;0,33
ΕΠΑΛ;Στερεά Ελλάδα;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Εντοπισμός και διόρθωση προβλημάτων;9;7,75;1,25
ΕΠΑΛ;Στερεά Ελλάδα;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;9;8,67;0,33
ΕΠΑΛ;Στερεά Ελλάδα;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Εφαρμογή εργονομικών αρχών στην εργασία;8,8;8;0,8
ΕΠΑΛ;Στερεά Ελλάδα;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Διόρθωση των δυσλειτουργιών του εξοπλισμού;8,5;8,5;0
ΕΠΑΛ;Στερεά Ελλάδα;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Μελέτη τεχνικών πηγών;7,75;8;-0,25
ΕΠΑΛ;Στερεά Ελλάδα;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Ερμηνεία δισδιάστατων σχεδίων;7,33;6,25;1,08
ΕΠΑΛ;Στερεά Ελλάδα;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Χρήση εργαλείων μέτρησης;7;6;1
ΕΠΑΛ;Στερεά Ελλάδα;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Ερμηνεία τρισδιάστατων σχεδίων;6,83;6;0,83
ΕΠΑΛ;Στερεά Ελλάδα;Κατασκευές;Μελέτη τεχνικών πηγών;9,17;7;2,17
ΕΠΑΛ;Στερεά Ελλάδα;Κατασκευές;Διόρθωση των δυσλειτουργιών του εξοπλισμού;9,17;6,75;2,42
ΕΠΑΛ;Στερεά Ελλάδα;Κατασκευές;Εντοπισμός και διόρθωση προβλημάτων;9,14;5,6;3,54
ΕΠΑΛ;Στερεά Ελλάδα;Κατασκευές;Χρήση κατάλληλου προστατευτικού εξοπλισμού;9;6;3
ΕΠΑΛ;Στερεά Ελλάδα;Κατασκευές;Ερμηνεία τρισδιάστατων σχεδίων;9;6,75;2,25
ΕΠΑΛ;Στερεά Ελλάδα;Κατασκευές;Επιθεώρηση της ποιότητας των προϊόντων;9;6,5;2,5
ΕΠΑΛ;Στερεά Ελλάδα;Κατασκευές;Χρήση εργαλείων μέτρησης;8,83;6,25;2,58
ΕΠΑΛ;Στερεά Ελλάδα;Κατασκευές;Ερμηνεία δισδιάστατων σχεδίων;8,83;6,5;2,33
ΕΠΑΛ;Στερεά Ελλάδα;Κατασκευές;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;8,83;6;2,83
ΕΠΑΛ;Στερεά Ελλάδα;Κατασκευές;Εφαρμογή εργονομικών αρχών στην εργασία;8,67;6,25;2,42
ΕΠΑΛ;Στερεά Ελλάδα;Κατασκευές;Διενέργεια δοκιμαστικής λειτουργίας;8,67;6,25;2,42
ΕΠΑΛ;Στερεά Ελλάδα;Κατασκευές;Παρακολούθηση των αυτοματοποιημένων μηχανών;8,5;6,75;1,75
ΕΠΑΛ;Στερεά Ελλάδα;Κατασκευές;Τήρηση αρχείων για την πορεία των εργασιών;8,33;6;2,33
ΕΠΑΛ;Στερεά Ελλάδα;Κατασκευές;Εφαρμογή των διαδικασιών ανάλυσης του κινδύνου και των κρίσιμων σημείων ελέγχου;8,2;5,75;2,45
ΕΠΑΛ;Στερεά Ελλάδα;Κατασκευές;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);8,17;6;2,17
ΕΠΑΛ;Στερεά Ελλάδα;Μεταποίηση;Επιθεώρηση της ποιότητας των προϊόντων;9,82;6,45;3,37
ΕΠΑΛ;Στερεά Ελλάδα;Μεταποίηση;Χρήση κατάλληλου προστατευτικού εξοπλισμού;9,73;7;2,73
ΕΠΑΛ;Στερεά Ελλάδα;Μεταποίηση;Εντοπισμός και διόρθωση προβλημάτων;9,5;5,67;3,83
ΕΠΑΛ;Στερεά Ελλάδα;Μεταποίηση;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);9,44;7;2,44
ΕΠΑΛ;Στερεά Ελλάδα;Μεταποίηση;Μελέτη τεχνικών πηγών;9,36;6,27;3,09
ΕΠΑΛ;Στερεά Ελλάδα;Μεταποίηση;Τήρηση αρχείων για την πορεία των εργασιών;9,33;5,58;3,75
ΕΠΑΛ;Στερεά Ελλάδα;Μεταποίηση;Εφαρμογή των διαδικασιών ανάλυσης του κινδύνου και των κρίσιμων σημείων ελέγχου;9,2;5,67;3,53
ΕΠΑΛ;Στερεά Ελλάδα;Μεταποίηση;Παρακολούθηση των αυτοματοποιημένων μηχανών;9,11;6;3,11
ΕΠΑΛ;Στερεά Ελλάδα;Μεταποίηση;Διόρθωση των δυσλειτουργιών του εξοπλισμού;9,11;4,88;4,23
ΕΠΑΛ;Στερεά Ελλάδα;Μεταποίηση;Εφαρμογή εργονομικών αρχών στην εργασία;8,9;6;2,9
ΕΠΑΛ;Στερεά Ελλάδα;Μεταποίηση;Διενέργεια δοκιμαστικής λειτουργίας;8,9;6,8;2,1
ΕΠΑΛ;Στερεά Ελλάδα;Μεταποίηση;Χρήση εργαλείων μέτρησης;8,8;6,2;2,6
ΕΠΑΛ;Στερεά Ελλάδα;Μεταποίηση;Ερμηνεία δισδιάστατων σχεδίων;8,78;5,33;3,45
ΕΠΑΛ;Στερεά Ελλάδα;Μεταποίηση;Ερμηνεία τρισδιάστατων σχεδίων;8,75;3,88;4,87
ΕΠΑΛ;Στερεά Ελλάδα;Μεταποίηση;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;8,5;4,38;4,12
ΕΠΑΛ;Στερεά Ελλάδα;Μεταφορά και αποθήκευση;Χρήση κατάλληλου προστατευτικού εξοπλισμού;9,25;9,25;0
ΕΠΑΛ;Στερεά Ελλάδα;Μεταφορά και αποθήκευση;Παρακολούθηση των αυτοματοποιημένων μηχανών;9,25;9,25;0
ΕΠΑΛ;Στερεά Ελλάδα;Μεταφορά και αποθήκευση;Μελέτη τεχνικών πηγών;9;9;0
ΕΠΑΛ;Στερεά Ελλάδα;Μεταφορά και αποθήκευση;Εφαρμογή των διαδικασιών ανάλυσης του κινδύνου και των κρίσιμων σημείων ελέγχου;9;9;0
ΕΠΑΛ;Στερεά Ελλάδα;Μεταφορά και αποθήκευση;Χρήση εργαλείων μέτρησης;8,75;9,25;-0,5
ΕΠΑΛ;Στερεά Ελλάδα;Μεταφορά και αποθήκευση;Τήρηση αρχείων για την πορεία των εργασιών;8,75;8,75;0
ΕΠΑΛ;Στερεά Ελλάδα;Μεταφορά και αποθήκευση;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);8,75;9,5;-0,75
ΕΠΑΛ;Στερεά Ελλάδα;Μεταφορά και αποθήκευση;Εφαρμογή εργονομικών αρχών στην εργασία;8,75;8,75;0
ΕΠΑΛ;Στερεά Ελλάδα;Μεταφορά και αποθήκευση;Ερμηνεία τρισδιάστατων σχεδίων;8,75;9;-0,25
ΕΠΑΛ;Στερεά Ελλάδα;Μεταφορά και αποθήκευση;Ερμηνεία δισδιάστατων σχεδίων;8,75;9,25;-0,5
ΕΠΑΛ;Στερεά Ελλάδα;Μεταφορά και αποθήκευση;Επιθεώρηση της ποιότητας των προϊόντων;8,75;8,75;0
ΕΠΑΛ;Στερεά Ελλάδα;Μεταφορά και αποθήκευση;Εντοπισμός και διόρθωση προβλημάτων;8,75;9;-0,25
ΕΠΑΛ;Στερεά Ελλάδα;Μεταφορά και αποθήκευση;Διόρθωση των δυσλειτουργιών του εξοπλισμού;8,75;9;-0,25
ΕΠΑΛ;Στερεά Ελλάδα;Μεταφορά και αποθήκευση;Διενέργεια δοκιμαστικής λειτουργίας;8,75;8,75;0
ΕΠΑΛ;Στερεά Ελλάδα;Μεταφορά και αποθήκευση;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;8,75;9,5;-0,75
ΕΠΑΛ;Στερεά Ελλάδα;Τέχνες, διασκέδαση και ψυχαγωγία;Χρήση κατάλληλου προστατευτικού εξοπλισμού;9,75;7;2,75
ΕΠΑΛ;Στερεά Ελλάδα;Τέχνες, διασκέδαση και ψυχαγωγία;Επιθεώρηση της ποιότητας των προϊόντων;9,67;6;3,67
ΕΠΑΛ;Στερεά Ελλάδα;Τέχνες, διασκέδαση και ψυχαγωγία;Διενέργεια δοκιμαστικής λειτουργίας;9,5;7,25;2,25
ΕΠΑΛ;Στερεά Ελλάδα;Τέχνες, διασκέδαση και ψυχαγωγία;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);9,33;8;1,33
ΕΠΑΛ;Στερεά Ελλάδα;Τέχνες, διασκέδαση και ψυχαγωγία;Εφαρμογή εργονομικών αρχών στην εργασία;9,33;7,33;2
ΕΠΑΛ;Στερεά Ελλάδα;Τέχνες, διασκέδαση και ψυχαγωγία;Ερμηνεία τρισδιάστατων σχεδίων;9;4;5
ΕΠΑΛ;Στερεά Ελλάδα;Τέχνες, διασκέδαση και ψυχαγωγία;Εντοπισμός και διόρθωση προβλημάτων;9;9;0
ΕΠΑΛ;Στερεά Ελλάδα;Τέχνες, διασκέδαση και ψυχαγωγία;Διόρθωση των δυσλειτουργιών του εξοπλισμού;9;7,33;1,67
ΕΠΑΛ;Στερεά Ελλάδα;Τέχνες, διασκέδαση και ψυχαγωγία;Τήρηση αρχείων για την πορεία των εργασιών;8,75;8,25;0,5
ΕΠΑΛ;Στερεά Ελλάδα;Τέχνες, διασκέδαση και ψυχαγωγία;Μελέτη τεχνικών πηγών;8,5;7,5;1
ΕΠΑΛ;Στερεά Ελλάδα;Τέχνες, διασκέδαση και ψυχαγωγία;Χρήση εργαλείων μέτρησης;8;5;3
ΕΠΑΛ;Στερεά Ελλάδα;Τέχνες, διασκέδαση και ψυχαγωγία;Παρακολούθηση των αυτοματοποιημένων μηχανών;8;3;5
ΕΠΑΛ;Στερεά Ελλάδα;Τέχνες, διασκέδαση και ψυχαγωγία;Εφαρμογή των διαδικασιών ανάλυσης του κινδύνου και των κρίσιμων σημείων ελέγχου;8;8;0
ΕΠΑΛ;Στερεά Ελλάδα;Τέχνες, διασκέδαση και ψυχαγωγία;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;8;4;4
ΕΠΑΛ;Στερεά Ελλάδα;Τέχνες, διασκέδαση και ψυχαγωγία;Ερμηνεία δισδιάστατων σχεδίων;7;2;5
ΕΠΑΛ;Στερεά Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Χρήση κατάλληλου προστατευτικού εξοπλισμού;9,66;7,99;1,67
ΕΠΑΛ;Στερεά Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Διενέργεια δοκιμαστικής λειτουργίας;9,6;7,6;2
ΕΠΑΛ;Στερεά Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Τήρηση αρχείων για την πορεία των εργασιών;9,56;7,87;1,69
ΕΠΑΛ;Στερεά Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Εντοπισμός και διόρθωση προβλημάτων;9,5;7,58;1,92
ΕΠΑΛ;Στερεά Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Επιθεώρηση της ποιότητας των προϊόντων;9,47;7,62;1,85
